Node1,Node2,W,X0,Y0,X1,Y1
0,24,0.0616476332496436,0.6585076526781227,0.2803351164560014,0.6829318654220977,0.22373221443570201
0,31,0.03911756033300883,0.6585076526781227,0.2803351164560014,0.6941588532115524,0.2964340427224259
0,136,0.09043176202910333,0.6585076526781227,0.2803351164560014,0.6380918456851755,0.3684322129377533
0,140,0.03266473081646613,0.6585076526781227,0.2803351164560014,0.6878263136654648,0.265933701344232
0,154,0.06503237694199746,0.6585076526781227,0.2803351164560014,0.6795561455188934,0.2188032466659644
0,165,0.039857939345245466,0.6585076526781227,0.2803351164560014,0.6845835179117543,0.3104798437091505
0,194,0.06038923669313335,0.6585076526781227,0.2803351164560014,0.5982982454365958,0.2756781659512987
0,214,0.09425585209236138,0.6585076526781227,0.2803351164560014,0.6811130267864295,0.37184010383417987
0,296,0.020839538595849038,0.6585076526781227,0.2803351164560014,0.6792752007997682,0.27860441893678545
1,98,0.0594541864783956,0.3677513334779714,0.2553497461347236,0.348823043999951,0.19898912027549365
1,124,0.026667583658765464,0.3677513334779714,0.2553497461347236,0.39435845521887747,0.2535550063591967
1,143,0.05777090928516371,0.3677513334779714,0.2553497461347236,0.37551488038307457,0.3125966263910911
1,210,0.020965142509092916,0.3677513334779714,0.2553497461347236,0.3698078559791562,0.23448571211374158
1,235,0.08159740136022545,0.3677513334779714,0.2553497461347236,0.4216078286962701,0.31664912485541774
1,248,0.09369816569770996,0.3677513334779714,0.2553497461347236,0.3887862623339905,0.16404324021571626
1,263,0.09752038408145866,0.3677513334779714,0.2553497461347236,0.3202367608186556,0.17018760257082655
2,56,0.08805687271150103,0.06016991994254661,0.38739560060795397,0.10499617168858211,0.4631888719856333
2,148,0.09839784033948684,0.06016991994254661,0.38739560060795397,0.07001310574533626,0.28949132758206964
2,180,0.08116699074233029,0.06016991994254661,0.38739560060795397,0.1410419964036339,0.380482740488034
2,187,0.05600568075840552,0.06016991994254661,0.38739560060795397,0.032695574632963464,0.43619925443655805
2,203,0.09719159858125,0.06016991994254661,0.38739560060795397,0.027738690420685663,0.47901667998644204
2,205,0.0849699561938216,0.06016991994254661,0.38739560060795397,0.13300766415538345,0.43115124565593965
2,213,0.0656680678292306,0.06016991994254661,0.38739560060795397,0.00588142187413998,0.4243422392899916
2,233,0.08457598167920084,0.06016991994254661,0.38739560060795397,0.1443292565774945,0.3957802731815273
3,18,0.020733109106544037,0.15426649716112406,0.9396255232120415,0.1505133543596553,0.9600161027117919
3,65,0.09339627073138283,0.15426649716112406,0.9396255232120415,0.11590770877496825,0.8544699788236937
3,107,0.0739460407167477,0.15426649716112406,0.9396255232120415,0.21748636500282537,0.9012684476227747
3,108,0.029109066704965714,0.15426649716112406,0.9396255232120415,0.1391394930162747,0.9644954148490361
3,144,0.08891005184781385,0.15426649716112406,0.9396255232120415,0.19754515345280932,0.8619598600836865
3,186,0.0549455364221996,0.15426649716112406,0.9396255232120415,0.10387147012132714,0.9177313864996384
3,236,0.029640732753348418,0.15426649716112406,0.9396255232120415,0.16531244994861904,0.9121198880590069
3,274,0.0823884433116303,0.15426649716112406,0.9396255232120415,0.23663903905699257,0.941244143898647
3,280,0.04518256246120122,0.15426649716112406,0.9396255232120415,0.19528547732021717,0.9585703699326744
4,44,0.06757681267583948,0.8545450878539513,0.10802928876592854,0.8046584809012377,0.15361384819311796
4,164,0.05913559565802487,0.8545450878539513,0.10802928876592854,0.8279573676432117,0.05520777981526681
4,195,0.08318177520277086,0.8545450878539513,0.10802928876592854,0.9328404559761359,0.1361191989917715
4,204,0.08363979625212867,0.8545450878539513,0.10802928876592854,0.7982425683644411,0.04617751582261742
4,227,0.09672436854323303,0.8545450878539513,0.10802928876592854,0.7759717989593574,0.05162147244253368
4,241,0.09309622560181885,0.8545450878539513,0.10802928876592854,0.7858628765099905,0.04518295978635922
5,15,0.08601531122491435,0.9741272438215114,0.17162406267018981,0.9623971926637942,0.25683579698510806
5,54,0.0863425654671332,0.9741272438215114,0.17162406267018981,0.9677442746784328,0.08551775444387755
5,57,0.09219432038584668,0.9741272438215114,0.17162406267018981,0.8891105445842176,0.2072885206389249
5,173,0.08403558738346581,0.9741272438215114,0.17162406267018981,0.9968661362897684,0.2525247593062582
5,195,0.05445359671694899,0.9741272438215114,0.17162406267018981,0.9328404559761359,0.1361191989917715
6,21,0.07622891572710165,0.7511612094311303,0.7915043237905105,0.6868732432297107,0.7505420851478937
6,45,0.08588465982354433,0.7511612094311303,0.7915043237905105,0.6942296205151405,0.8558080482277985
6,78,0.04973083382392534,0.7511612094311303,0.7915043237905105,0.7046144315095803,0.8090129873016063
6,85,0.055706090645808,0.7511612094311303,0.7915043237905105,0.7389346577847135,0.7371565550241989
6,101,0.023488190132862588,0.7511612094311303,0.7915043237905105,0.7278516263607846,0.7943954157648615
6,116,0.07022785232383547,0.7511612094311303,0.7915043237905105,0.7397305088155375,0.7222129799916266
6,139,0.050981043394939106,0.7511612094311303,0.7915043237905105,0.7992585381903088,0.8084073930936923
6,150,0.020285933433930575,0.7511612094311303,0.7915043237905105,0.732411496175809,0.7992481825268959
6,245,0.07350307893873774,0.7511612094311303,0.7915043237905105,0.7172970934196147,0.7262668785597772
6,278,0.05915128031171326,0.7511612094311303,0.7915043237905105,0.8059244835297532,0.8138618230360427
7,8,0.09384971567015817,0.43388137803813187,0.46622369056852775,0.39454156089311165,0.38101718894825287
7,66,0.04380216697664233,0.43388137803813187,0.46622369056852775,0.39234553899393376,0.4801306638820897
7,110,0.07995123403455705,0.43388137803813187,0.46622369056852775,0.4392041293400536,0.5459975468262417
7,247,0.06304246493656955,0.43388137803813187,0.46622369056852775,0.4162412165051922,0.40569950460646464
8,66,0.09913780018561016,0.39454156089311165,0.38101718894825287,0.39234553899393376,0.4801306638820897
8,143,0.07101681457140635,0.39454156089311165,0.38101718894825287,0.37551488038307457,0.3125966263910911
8,160,0.035392989156691056,0.39454156089311165,0.38101718894825287,0.36287572673728197,0.3652077414986694
8,226,0.07356041469651127,0.39454156089311165,0.38101718894825287,0.33728087801722284,0.4271945514423322
8,234,0.08685911828327493,0.39454156089311165,0.38101718894825287,0.4811921874605152,0.375002594662324
8,235,0.06982714749903238,0.39454156089311165,0.38101718894825287,0.4216078286962701,0.31664912485541774
8,238,0.08673098578535851,0.39454156089311165,0.38101718894825287,0.3221388198916415,0.4287676548179603
8,247,0.03286474950360195,0.39454156089311165,0.38101718894825287,0.4162412165051922,0.40569950460646464
8,275,0.03174632078808431,0.39454156089311165,0.38101718894825287,0.4213593249495031,0.36402788600211433
8,283,0.06866213086079578,0.39454156089311165,0.38101718894825287,0.33172055088987173,0.3533042151540554
9,29,0.05043256198670188,0.06345867740306954,0.19741933937630873,0.024840973777435438,0.22985568126662081
9,50,0.08195904837522254,0.06345867740306954,0.19741933937630873,0.13453031864874776,0.1566013602345423
9,105,0.0904411710908367,0.06345867740306954,0.19741933937630873,0.13490197995874809,0.2528761689667187
9,148,0.09230499197256714,0.06345867740306954,0.19741933937630873,0.07001310574533626,0.28949132758206964
9,156,0.03899643761610983,0.06345867740306954,0.19741933937630873,0.0831515660102845,0.23107810175775956
9,167,0.034216420880837733,0.06345867740306954,0.19741933937630873,0.07782440632149712,0.22847395723801944
9,199,0.03848458150609405,0.06345867740306954,0.19741933937630873,0.048991942562712,0.16175736247151584
9,265,0.06502264226296797,0.06345867740306954,0.19741933937630873,0.04699248065182626,0.26032250600094897
10,22,0.05911532211086161,0.784491101722061,0.536722983189986,0.8272741149772271,0.4959279456844363
10,26,0.09742227825655869,0.784491101722061,0.536722983189986,0.8481915178396013,0.46301167274748634
10,34,0.025913711292885173,0.784491101722061,0.536722983189986,0.7838191514603247,0.5626279810826081
10,59,0.06208316909768241,0.784491101722061,0.536722983189986,0.8291463598283353,0.4935926248715874
10,68,0.00396697623686332,0.784491101722061,0.536722983189986,0.788262188090049,0.5354918016156381
10,123,0.04499136656044688,0.784491101722061,0.536722983189986,0.770638518630227,0.4939172708765537
10,188,0.0996936238275736,0.784491101722061,0.536722983189986,0.8348901836842003,0.4507069895071405
10,193,0.016365333737079112,0.784491101722061,0.536722983189986,0.7857326774431351,0.5204048142346522
10,224,0.08850807771416368,0.784491101722061,0.536722983189986,0.7103266951874234,0.5850274407898953
10,242,0.09169112231431445,0.784491101722061,0.536722983189986,0.7659766859466914,0.626525423689982
10,260,0.07632683172347254,0.784491101722061,0.536722983189986,0.8519325860232821,0.5009818103470106
10,279,0.05267240665727517,0.784491101722061,0.536722983189986,0.739917958321284,0.564787503681937
11,67,0.08981994504846681,0.07649533250587637,0.055057795431858736,0.16254887453014943,0.08079513083368828
11,87,0.022378726157298186,0.07649533250587637,0.055057795431858736,0.05769017061005843,0.06718929453524325
11,90,0.058957326481824404,0.07649533250587637,0.055057795431858736,0.1241660397041956,0.02036672999568989
11,115,0.03268483503735469,0.07649533250587637,0.055057795431858736,0.05870907497301181,0.08247945629318709
11,127,0.0107830178779978,0.07649533250587637,0.055057795431858736,0.07075860656092936,0.04592743673190658
12,19,0.07746738070430768,0.8412758692426991,0.6727011360073595,0.9154738942652116,0.6949687841980587
12,125,0.07882394358427386,0.8412758692426991,0.6727011360073595,0.8821727102048369,0.6053166980302241
12,191,0.026353991659431183,0.8412758692426991,0.6727011360073595,0.8296342627983875,0.6490578309130811
12,242,0.0883298557287567,0.8412758692426991,0.6727011360073595,0.7659766859466914,0.626525423689982
12,291,0.055715477723408735,0.8412758692426991,0.6727011360073595,0.8968742393806276,0.6763116340275168
13,40,0.09056160731572668,0.47394267410759916,0.014940943035663179,0.3837617766714344,0.0232361499177014
