x,y,Label
0.670698, 0.705928,1
0.663535, 0.61154,1
0.590123, 0.658449,1
0.61548, 0.655254,1
0.528132, 0.722914,1
0.491955, 0.696084,1
0.335892, 0.725786,1
0.510637, 0.746687,1
0.359188, 0.712904,1
0.431277, 0.716175,1
0.42117, 0.729667,1
0.366652, 0.76234,1
0.354227, 0.871907,1
0.308543, 0.758471,1
0.339652, 0.785971,1
0.315092, 0.857623,1
0.229836, 0.765421,1
0.268242, 0.745998,1
0.243499, 0.705378,1
0.267562, 0.744136,1
0.319015, 0.762894,1
0.285762, 0.76769,1
0.250706, 0.660593,1
0.286581, 0.666503,1
0.239156, 0.630276,1
0.3591, 0.685854,1
0.377724, 0.685917,1
0.364388, 0.612217,1
0.55759, 0.615085,1
0.525938, 0.624683,1
0.428012, 0.575499,1
0.48317, 0.557102,1
0.502171, 0.548155,1
0.610289, 0.527737,1
0.56119, 0.53566,1
0.510415, 0.565365,1
0.542927, 0.648574,1
0.56229, 0.527192,1
0.450075, 0.519741,1
0.585562, 0.434039,1
0.538084, 0.507394,1
0.554367, 0.493007,1
0.602493, 0.410825,1
0.544078, 0.376088,1
0.538787, 0.397826,1
0.616856, 0.432204,1
0.617491, 0.44863,1
0.626431, 0.476251,1
0.61608, 0.388067,1
0.645336, 0.366354,1
0.590622, 0.431451,1
0.720388, 0.334372,1
0.139934, 0.531233,2
0.7117, 0.311741,2
0.853206, 0.680357,2
0.28144, 0.899849,2
0.139934, 0.531233,2
