x,y
0.23584924970982815,0.7967330878994873
0.23617602424789028,0.8489422485275965
0.22183593351870223,0.7918522891477787
0.21680408743812182,0.8083670678435625
0.16759414890516441,0.7903142823259883
0.21264104418883045,0.7322851563322892
0.24868742032341096,0.7583640583833671
0.21438721746494804,0.7956727006141167
0.2005259288837948,0.7342535145472904
0.23486695953352865,0.791667219953721
0.20001932215589185,0.7870492709372982
0.24575959969757122,0.7379770921690278
0.296700767211688,0.7893100114991003
0.29043905860465813,0.7977050106830875
0.32175905556945017,0.766162957261399
0.25914105534237564,0.3163400162117315
0.2825333463234114,0.3358214378459516
0.28987034984335397,0.3390787540512367
0.2537618257144054,0.35500959621274
0.23422238298751596,0.30848197542931993
0.24350017827426726,0.31421648826277554
0.3581825299111509,0.30828599172235216
0.31544430985847355,0.24941150078471264
0.22028427253820948,0.30259179337485087
0.2669166474981353,0.28586542585922176
0.2596377119826202,0.2908028545816779
0.252782189006643,0.2927323044347582
0.27677612911318195,0.2648327005175351
0.2844782933746797,0.23661902153807082
0.3675352788043392,0.2891151226123595
0.6870846571479324,0.5430356690911476
0.6845627710123439,0.46303922462419095
0.6758996996988679,0.5755721159131066
0.7180708142929118,0.6002810964691482
0.6460527587840825,0.538392445687169
0.6565170190231947,0.5518440465014068
0.671823380674179,0.5368965609021249
0.7246204807225669,0.4916270393123226
0.6724462677259283,0.5974439094050118
0.6277323641057293,0.4941615770017169
0.6851535175472281,0.5818896215778147
0.6963314370634723,0.5188572474088039
0.613129998783103,0.5020162639452709
0.6782914893789871,0.6175571988680746
0.684978983406901,0.5223616165472452
0.3947732992970237,0.5075515856054094
0.4233327470216846,0.5859627845316524
0.4368472292018075,0.5291856744442931
0.4037313037472722,0.553816539904561
0.429073256069463,0.5701325432648108
0.36967779822826474,0.6044675668205102
0.3487363995341309,0.5515183466494158
0.44957815352656455,0.5742756757425429
0.37252258421036705,0.5748374508290477
0.39199401870731204,0.5780693232851983
0.36143249697664415,0.5777316877656324
0.35658370340530726,0.5749640408229507
0.40444282027253714,0.5595093783798227
0.8610295072947318,0.3512284642235889
0.8653531435101254,0.2854202189736519
0.8666777150066378,0.27302320890873344
0.9385389363188845,0.3320828950683593
0.9162957017635907,0.2320018568513902
0.9203189386900337,0.31647670808734885
0.7943980558722602,0.2694975408006972
0.8916144522644395,0.3654817042587767
