x,y,Label
0.59317, 0.793045,1
0.515953, 0.755098,1
0.352829, 0.771227,1
0.386503, 0.761495,1
0.304635, 0.740365,1
0.298422, 0.676296,1
0.257666, 0.694099,1
0.321278, 0.625779,1
0.252958, 0.660665,1
0.244364, 0.572836,1
0.294256, 0.541556,1
0.314099, 0.44288,1
0.273534, 0.376333,1
0.242643, 0.383134,1
0.351526, 0.302982,1
0.320235, 0.254745,1
0.381601, 0.148656,1
0.44245, 0.117618,1
0.51122, 0.261463,1
0.579118, 0.175966,1
0.635271, 0.216454,1
0.616867, 0.223747,1
0.624756, 0.187146,1
0.665734, 0.272769,1
0.699956, 0.275838,1
0.668059, 0.376136,1
0.68041, 0.302446,1
0.747349, 0.404609,1
0.742998, 0.522469,1
0.760677, 0.53494,1
0.759182, 0.600241,1
0.815023, 0.574327,1
0.826882, 0.687977,1
0.81549, 0.644264,1
0.792779, 0.754717,1
0.659568, 0.814251,1
0.718245, 0.902475,1
0.667888, 0.87072,1
0.674376, 0.81921,1
0.631857, 0.819245,1
0.507364, 0.788982,1
0.480356, 0.766298,1
0.482012, 0.708595,1
0.464692, 0.637395,1
0.414374, 0.651865,1
0.428907, 0.573081,1
0.428987, 0.529556,1
0.371082, 0.480637,1
0.369793, 0.380817,1
0.389842, 0.396182,1
0.438253, 0.488494,1
0.539073, 0.572226,1
0.589268, 0.565895,1
0.606716, 0.705813,1
0.547271, 0.645031,1
0.571487, 0.700559,1
0.597638, 0.73134,1
0.631635, 0.699987,1
0.613258, 0.587952,1
0.573951, 0.626757,1
0.58112, 0.492746,1
0.572383, 0.468517,1
0.565152, 0.389939,1
0.455151, 0.426349,1
0.553676, 0.294625,1
0.472806, 0.33924,1
0.556111, 0.31417,1
0.546388, 0.358708,1
0.478039, 0.359231,1
0.583256, 0.330668,1
0.631951, 0.381909,1
0.598495, 0.352413,1
0.633891, 0.379538,1
0.127417, 0.685259,2
0.35642, 0.0848074,2
0.967969, 0.318042,2
0.738966, 0.918494,2
0.127417, 0.685259,2
