x,y
0.1834689497378137,0.9382184688208676
0.12560833629143947,0.9666760268149506
0.12311608869117663,0.9300156776656896
0.06735082573925873,0.8900023403633894
0.1217235388204663,0.9034214722647795
0.11354484223609729,0.8990338400476268
0.07367322945592933,0.8654205681743972
0.07844191492026985,0.9031474222339956
0.07071174481157962,0.778739437950047
0.15044126598505847,0.8533406863828763
0.19039330097693788,0.9310336921242854
0.21803118725339277,0.9041002915724923
0.23116455900630195,0.9185590935766158
0.2067721992046174,0.9342121067293069
0.2209320183374713,0.9549864105038434
0.2629630699170005,0.9669735733260316
0.14681591302937413,0.8967865452994558
0.1854350771291981,0.9203334202776292
0.16288086605555607,0.8960710801041372
0.12529741334284075,0.8904238432087785
0.1338980309523642,0.7980848309931055
0.0893754704119195,0.8661741678206272
0.07710979525936276,0.8043140042666249
0.08723555846134595,0.769646436891182
0.0821073191060107,0.7806386478377421
0.0380960809162072,0.812553477003844
0.1320212007678683,0.800690533092501
0.08001197571941787,0.7193086659029841
0.16297711391176906,0.8197860070771319
0.16657420378590498,0.8059776588244048
0.15144894390931782,0.8871181285280608
0.17283113572948708,0.8736572428188023
0.10435223894064763,0.9154484054726936
0.1907333874528921,0.8929418961913148
0.11555773479773249,0.8277208761641925
0.14654082610629762,0.8152847425669718
0.027790177248259287,0.841404657061125
0.06779337422587091,0.887288075819962
0.11423644666973559,0.7791215343455589
0.11025660006653512,0.7135894142825092
0.03171194601887911,0.8922817629954035
0.09233396601616611,0.8403147270405543
0.0750814193367263,0.8321055538974789
0.14137333493102214,0.8690372632637677
0.1635159817252616,0.8723896056138436
0.2011522886512535,0.8645699880602885
0.13074702162174484,0.8727538076500112
0.1388492585868953,0.8687045734302912
0.10555322184435934,0.8560289330292494
0.2382260358323174,0.8130144475142441
0.21408976761039356,0.8963018318554243
0.12173812707301304,0.9196767994806871
0.1898836222500065,0.9091704033191009
0.23885758354396458,0.9021321466665959
0.11534223306815905,0.9826513821025924
0.10923438480050662,0.9603062908685237
0.11523086113037717,0.9687971512490892
0.07639074791422265,0.8539952635329343
0.07583629721812316,0.8824254375060544
0.12808143414674716,0.8881734201190883
0.06247554324144669,0.8584120489324412
0.043307530756255194,0.8393957099324231
0.06091501418900215,0.7699025760114422
0.0619762004269737,0.78068457621066
0.06569894294522062,0.7833576051508558
0.05135630557139648,0.8244679862404282
0.0630765948044768,0.8070112152053543
0.0756386504792366,0.8433741714495471
0.10280095917151369,0.850655244428637
0.1669853175951668,0.7727786725549054
0.1291277686247233,0.8318324382839846
0.1526669591593507,0.8271684820305489
0.21920604808498578,0.8151824416330495
0.19288760077984657,0.853415541179499
0.18350367510172066,0.8996370410110645
0.23489406501426205,0.9054998713307724
0.32679009889763017,0.903287440389937
0.22662571540397353,0.9556331702387016
0.1675717797902801,0.921478140536517
0.15722232913193898,0.9180689068661175
0.14753851405198906,0.9284951315292668
0.014958513531206002,0.8563173702050213
0.06697050366022309,0.8990774078331314
0.043892524309380336,0.7919636449364441
0.05599838223421963,0.7645853989222228
-6.938893903907228e-18,0.8154893731227095
0.0,0.7862884447968841
0.02864301878898888,0.6870378138062323
0.06708813111796785,0.7252215803110025
0.03641960867083164,0.6467815688887513
0.12984200455135686,0.6518452846185837
0.13121518935293036,0.734035265137059
0.12450512853582033,0.7568260784985664
0.236781855501642,0.6991901504481637
0.20134695515997575,0.7730109152249318
0.2300150455771987,0.7766633648945855
0.2744962454481523,0.7718676704750188
0.2381742657017331,0.8245966428594262
0.24902138807205096,0.7688323335258882
0.2798388175931572,0.900880663664141
0.2617413125296405,0.8569218962414046
0.2653313682795007,0.9690252072167502
0.29058468464204923,0.9079998173996133
0.25399670031333565,0.8974961648833992
0.17760871644793186,0.895879581032943
0.12420215829604975,0.8994021354671199
0.10016152221541114,0.8794929574005493
0.11538063377369043,0.8832172560653099
0.07137366526487846,0.8547451364130322
-6.938893903907228e-18,0.7778846626306736
0.047195171504506854,0.750846437515929
0.1083437742504339,0.6953859218379023
0.05524121365717607,0.7101058607825613
0.09122818822273848,0.6810327900482738
0.1287835616435254,0.7326056961328821
0.23075771738241854,0.7133055315833864
0.1723252071564395,0.7706018178954421
0.14677303767899313,0.7874243810206049
0.1768314520108694,0.7797832671407445
0.15735769272730132,0.7226139612165394
0.0871366070097686,0.8046957349747225
0.14696622223517902,0.7726009672482744
0.15221155061405692,0.7241063144308784
0.11609228915028291,0.7401173372579914
0.14878018366250528,0.7488995879589484
0.12830806154459465,0.6691626989257388
0.11605810163717195,0.7664041116594597
0.14750079807390823,0.7263351509804098
0.1841334254393749,0.7262282238055202
0.2677245565084107,0.7198207087314544
0.22874509493767037,0.7750452827071724
0.2797234662526404,0.7491702408802403
0.22288535442348045,0.7239727287633294
0.12527350408249815,0.7774819145820486
0.2556397451884333,0.7336108331230428
0.242676137823414,0.7438104180254193
0.1500892383071605,0.7718845088312447
