x,y,Class
0.04808940600122473,0.9618754423213022,1
0.05433557868952846,0.6514720452937013,1
0.3312492345376608,0.6250035385704176,1
0.27607470912431115,0.5022859164897381,1
0.17613594611145134,0.7549398443029016,1
0.3687262706674832,0.9053290870488323,1
0.4176546233925292,0.6887685774946921,1
0.2875260257195347,0.8331422505307855,1
0.2125719534598898,0.910141542816702,1
0.13553582363747707,0.812689313517339,1
0.20007960808328235,0.5660509554140127,1
0.07932026944274341,0.5191295116772823,1
0.4613778322106553,0.4902547770700637,1
0.4613778322106553,0.7898301486199575,1
0.40828536436007357,0.9257820240622788,1
0.03767911818738516,0.4457395612172682,2
0.04704837721984077,0.0366808209483368,2
0.5498652786282915,0.09563340410474164,2
0.421818738518065,0.36031847133757955,2
0.22506429883649728,0.44453644727530073,2
0.16364360073484388,0.22075725406935598,2
0.37289038579301903,0.24842887473460717,2
0.14074096754439686,0.4012243453644727,2
0.38434170238824256,0.3783651804670912,2
0.2677464788732395,0.23158527954706298,2
0.13449479485609311,0.07878980891719733,2
0.0439252908756889,0.285725406935598,2
0.24484384568279244,0.37114649681528655,2
0.15531537048377222,0.4300990799716914,2
0.3531108389467239,0.07397735314932763,2
0.49989589712186167,0.1858669497523,2
0.33229026331904477,0.3903963198867657,2
0.5123882424984691,0.9763128096249115,3
0.5217575015309248,0.6899716914366596,3
0.5155113288426211,0.5359731068648266,3
0.5571524800979792,0.4806298655343241,3
0.7611941212492346,0.44453644727530073,3
0.9329638701775873,0.4565675866949752,3
0.9818922229026333,0.5263481953290869,3
0.9693998775260259,0.8247204529370135,3
0.9225535823637477,0.942625619249823,3
0.7299632578077159,0.9763128096249115,3
0.6227372933251685,0.8259235668789808,3
0.6227372933251685,0.6358315640481245,3
0.8007532149418249,0.5877070063694267,3
0.892363747703613,0.7200495399858458,3
0.8392712798530313,0.8162986553432413,3
0.7580710349050828,0.745314932767162,3
0.5415370483772198,0.8656263269639066,3
0.5477832210655236,0.3915994338287332,4
0.5321677893447643,0.24481953290870484,4
0.5779730557256584,0.13894550601556965,4
0.6050398040416411,0.06194621372965314,4
0.8538456827924067,0.005399858457183271,4
0.9850153092467852,0.03788393489030428,4
0.989179424372321,0.27249115357395604,4
0.9454562155541948,0.3807714083510262,4
0.7153888548683406,0.3747558386411889,4
0.6071218616044091,0.3302406227883934,4
0.7174709124311085,0.1365392781316348,4
0.8580097979179425,0.09924274593064397,4
0.9204715248009798,0.2472257607926397,4
0.727881200244948,0.24963198867657466,4
0.8080404164115126,0.3121939136588817,4
0.8330251071647276,0.17383581033262552,4
0.3957930189834661,0.1473673036093418,2
0.055376607470912415,0.8632200990799717,1
0.27086956521739136,0.6442533616418966,1
0.35831598285364363,0.7645647558386411,1
0.40620330679730565,0.6165817409766454,1
