x,y,Class
0.3149579331230412,0.9222983544768943,C1
0.28372693002342914,0.8752220344657456,C1
0.15798643328873102,0.8698054112983233,C1
0.22490756848170396,0.8757313928334476,C1
0.1523037815278712,0.8644161096574163,C1
0.16231232125691497,0.8172835753903444,C1
0.13128954653617303,0.8410521246472163,C1
0.20544786278221122,0.7745591230509035,C1
0.15568446518776824,0.7861658861182007,C1
0.16901499635685902,0.6944430595870511,C1
0.23097562968934915,0.705876441065561,C1
0.2642831112263196,0.6397958696903219,C1
0.24055094756693177,0.5952990692390784,C1
0.22580446193138473,0.6377068299359212,C1
0.36175002555440716,0.6135512615572007,C1
0.31135648427193147,0.636999300889352,C1
0.3334365917858791,0.5840762931794621,C1
0.34178334182592685,0.5901046133011891,C1
0.3371867937996311,0.7680332373177792,C1
0.343424134909736,0.7016630835327444,C1
0.3682825042823059,0.7480229423541582,C1
0.33040299699592707,0.7593320501032059,C1
0.3270469635529258,0.7303089555766216,C1
0.3508657106498405,0.8078352986626076,C1
0.36734454639061676,0.7996737567380032,C1
0.3121350497448954,0.8796115414368603,C1
0.2784345652406696,0.7740127645488322,C1
0.2682393257504971,0.825155123826517,C1
0.19777859995461894,0.8785888692209214,C1
0.1328955669690762,0.8105196137646037,C1
0.07887032212221368,0.8105275985942506,C1
0.10143604749432406,0.7236118993599655,C1
0.09740790330085619,0.7536017899165012,C1
0.09667786796689072,0.6337772423610428,C1
0.1270615447045557,0.6282051497541615,C1
0.0739728784681744,0.5927896890304228,C1
0.21011977485931296,0.6082808704011412,C1
0.2244847350324294,0.5377255768784996,C1
0.2875607173558885,0.48320397521458813,C1
0.321909732724729,0.49334238588024165,C1
0.27336548701894015,0.479179036387815,C1
0.32776965665090196,0.5015352926866713,C1
0.37975528456027297,0.5198072569763871,C1
0.3828487112521188,0.5263011563848445,C1
0.3534027307749107,0.6451096516346254,C1
0.3853246928606354,0.6374617729105321,C1
0.4044119120694073,0.7081053963193293,C1
0.34510900031949054,0.7325897475414576,C1
0.32201075852052075,0.6791177707566642,C1
0.29880290333317916,0.7144606951999264,C1
0.2534161734270933,0.7646226316576078,C1
0.26854551942316135,0.7814010425345824,C1
0.25900346014971476,0.7284769065932506,C1
0.21939448656587202,0.8106790507802375,C1
0.12643579929762028,0.709270101030021,C1
0.11179665036540437,0.7117548188074678,C1
0.12077895245123449,0.7081628298081345,C1
0.143636690804988,0.6418581833264633,C1
0.11447445381041013,0.5523138933950187,C1
